step,reward
428,0.066734485
429,0.7201985
430,-0.87837756
431,0.15455632
432,1.2363025
433,1.1250318
434,1.49399
435,0.019592106
436,0.69236165
437,-1.0292246
438,0.47366935
439,0.3359645
440,0.77649873
441,1.182219
442,0.59967726
443,0.3830728
444,0.4816559
445,0.79471344
446,1.6702172
447,-0.5927717
448,0.77132577
449,0.0057090176
450,0.3631251
451,0.9904291
452,1.3898841
453,-0.0064336807
454,0.11339106
455,0.77779365
456,-0.6812314
457,0.2702016
458,1.5582505
459,0.57154846
460,1.6466522
461,-0.15486203
462,-0.82381874
463,1.1863992
464,-0.060937945
465,0.67807287
466,1.0322922
467,0.81345
468,0.63434124
469,0.49575117
470,1.1083367
471,0.12957112
472,0.64458597
473,1.6234962
474,-0.2641226
475,0.104613274
476,1.8453707
477,0.26107833
478,0.13678421
479,1.6297673
480,1.9145994
481,-0.2812075
482,0.93955666
483,-0.29462397
484,-1.3873333
485,0.9800393
486,0.2536703
487,0.8124813
488,0.26888594
489,0.6706494
490,0.3972665
491,0.8996877
492,1.1294216
493,-0.22900656
494,1.4622784
495,0.46157017
496,1.1479827
497,0.19183807
498,-0.034905985
499,0.97117937
500,1.1980047
501,-0.13376471
502,0.49298126
503,1.0847917
504,1.9371014
505,1.2911834
506,1.442337
507,1.9197462
508,-0.47115114
509,0.85157764
510,1.7567484
511,1.2272679
512,-0.24144317
513,0.47536397
514,1.1054835
515,1.4985651
516,1.5341424
517,0.11606718
518,0.9821985
519,0.7801521
520,0.104028374
521,0.74155235
522,0.8075035
523,0.7446566
524,1.722243
525,0.36043176
526,0.8253395
527,0.37366074
528,0.60534215
529,1.079528
530,1.0806186
531,-0.05522226
532,-1.0650867
533,0.93082494
534,0.14858352
535,-1.0086588
536,0.97192705
537,-0.7542087
538,0.49890214
539,0.08189413
540,0.9197946
541,1.6008384
542,1.5895983
543,-0.061858024
544,-0.93809617
545,0.7887236
546,1.9299545
547,0.054622002
548,-1.2698609
549,0.49728537
550,-0.3888238
551,0.06473784
552,0.72233427
553,1.0674175
554,0.33753315
555,1.4699857
556,0.67455673
557,1.5231029
558,0.20470776
559,-0.8016244
560,-0.8565822
561,0.6585164
562,0.49319005
563,-1.2787029
564,-1.5042073
565,0.33230522
566,1.3416812
567,0.21047196
568,0.29683283
569,0.70942706
570,0.48168898
571,0.55710214
572,1.1093643
573,0.89853024
574,1.3171666
575,-0.08464985
576,0.8966336
577,1.760012
578,0.3058875
579,0.65376186
580,1.1299906
581,1.5836197
582,1.9439888
583,0.13229825
584,-0.40196234
585,1.3797936
586,-0.35250944
587,1.0387187
588,1.4533724
589,0.9674396
590,0.9218562
591,1.4886614
592,-0.12785913
593,0.06748103
594,0.86132574
595,0.7835811
596,0.19286865
597,0.67280805
598,1.3326466
599,0.7152751
600,-0.625114
601,0.56967175
602,1.5358942
603,1.1460234
604,1.8557055
605,-0.20772102
606,-1.2285181
607,-0.7649118
608,0.6795388
609,1.3484308
610,1.8663807
611,1.4416773
612,1.1895626
613,-0.39401013
614,0.9397954
615,1.869726
616,0.20191012
617,1.3074778
618,1.838199
619,0.7782252
620,0.47256958
621,0.52955365
622,0.36538807
623,-0.68637127
624,0.56186914
625,0.9210216
626,0.45009866
627,0.9288767
628,1.224186
629,1.3719946
630,1.665815
631,0.11185325
632,-0.66002506
633,0.59656173
634,-0.9079345
635,1.0383888
636,-0.012159622
637,1.1013457
638,1.8724422
639,1.857472
640,-0.33867916
641,0.413135
642,0.59041387
643,0.7291845
644,0.38597572
645,1.6554978
646,0.1655015
647,-0.76086974
648,-0.353981
649,1.7296331
650,-0.18539919
651,-0.7463386
652,0.9909657
653,0.5388011
654,1.3470111
655,1.2082767
656,-0.23369035
657,-0.8455745
658,0.7280315
659,0.9747758
660,-0.20369457
661,0.89672476
662,0.93553126
663,-0.6386053
664,-0.87595624
665,0.8386517
666,-0.63296306
667,0.5968852
668,1.387098
669,1.8594316
670,0.7902558
671,-0.3976763
672,1.1781094
673,-0.1932414
674,0.51175404
675,1.0311421
676,1.8780152
677,0.781479
678,1.5256383
679,-0.48708504
680,-1.2134391
681,-0.57857746
682,-0.18111324
683,1.116083
684,1.8577619
685,0.32959193
686,1.4140532
687,1.5932775
688,1.005522
689,0.43830392
690,-1.2465874
691,-1.4481944
692,0.8472206
693,0.05236999
694,-0.32518026
695,-0.44003373
696,0.0626876
697,-0.5786162
698,-1.1369866
699,0.52123
700,0.48583674
701,-0.48852432
702,-0.4979197
703,-0.6973029
704,0.62295526
705,-0.30902207
706,1.3967774
707,0.26399785
708,0.84205073
709,1.2065779
710,-0.74406105
711,0.8307835
712,0.8099311
713,0.31346512
714,1.5855666
715,0.028341934
716,1.2539381
717,0.745107
718,1.6315975
719,1.8996673
720,0.011302493
721,0.80532676
722,1.3817062
723,-0.4366833
724,-1.281318
725,1.1230397
726,1.8195003
727,0.0031085827
728,1.0505551
729,-0.21464585
730,-1.2612935
731,0.2603823
732,0.9346674
733,1.4257702
734,1.4820994
735,1.2718502
736,1.799905
737,1.6928675
738,1.989877
739,0.061521158
740,0.47324517
741,0.40923125
742,-0.58502334
743,1.6092939
744,0.4008692
745,-0.43961674
746,1.1097889
747,1.6356727
748,-0.6202837
749,0.34746295
750,0.049370296
751,0.6860658
752,1.8976427
753,1.5452367
754,0.059670642
755,1.4203329
756,0.46095908
757,-0.34222594
758,1.5013463
759,1.9981109
760,0.897457
761,0.5866515
762,-1.0582489
763,0.617629
764,-1.0130357
765,-1.2964821
766,-0.18143226
767,-0.23733893
768,1.0659044
769,1.7338094
770,0.26818693
771,1.22816
772,0.30374777
773,-0.2593238
774,0.89456344
775,0.919648
776,1.8723404
777,-0.17058353
778,0.7961707
779,0.5104181
780,1.0154301
781,1.35984
782,1.477842
783,0.65531707
784,-0.7316122
785,-0.7356615
786,-0.92395705
787,0.43967757
788,-0.39584783
789,0.12097679
790,0.17231874
791,-0.022285942
792,0.8733573
793,1.9094056
794,1.7988474
795,1.9394404
796,1.9270493
797,1.984007
798,0.34829742
799,0.86194456
800,0.66927296
801,1.9242244
802,-0.4417055
803,0.81952924
804,0.7582362
805,1.4357812
806,0.03540949
807,-0.23544446
808,0.5055035
809,0.019856473
810,-1.0897785
811,1.0218472
812,1.4750248
813,1.360946
814,-0.292275
815,1.3620081
816,1.7900395
817,0.39727923
818,1.3686405
819,0.08915694
820,0.5670117
821,0.5416323
822,-0.5411257
823,0.79315734
824,-0.35966322
825,-0.48331398
826,1.5725046
827,1.6148075
828,0.370569
829,1.5168887
830,1.7847763
831,0.15508024
832,-0.6838933
833,-0.73757845
834,-1.3827316
835,0.7753596
836,0.5072597
837,1.2764184
838,1.9206587
839,0.70502305
840,1.7278181
841,-0.06657337
842,0.74395585
843,0.68920326
844,-0.24843934
845,1.2976749
846,-0.026092693
847,0.9233676
848,1.3350781
849,0.14929081
850,1.5490599
851,1.9887091
852,1.7511717
853,1.7818643
854,-0.03973949
855,0.55107594
856,1.5782528
857,2.0095913
858,-0.38905257
859,0.8526078
860,1.6639643
861,0.4007342
862,1.3038833
863,-0.23929343
864,0.6682166
865,0.06860109
866,1.4079673
867,-0.10258084
868,0.10080843
869,0.2812028
870,1.5783995
871,1.0547125
872,0.2632622
873,0.17533663
874,1.5782622
875,0.12927955
876,1.1039959
877,1.6468514
878,1.8683498
879,1.57877
880,0.34802938
881,1.0968887
882,1.0946299
883,1.6194088
884,-0.19817378
885,0.677734
886,1.3241098
887,1.5426613
888,0.056407098
889,1.6239613
890,0.37670988
891,-0.9883278
892,-0.9798289
893,0.8379723
894,0.20248744
895,1.6000271
896,1.0414524
897,1.8275595
898,1.89718
899,-0.38801736
900,-0.722423
901,1.6582915
902,0.5419806
903,-0.74257255
904,0.5172474
905,1.1844501
906,-0.45637035
907,0.63462657
908,1.1055692
909,1.4592795
910,1.9990774
911,1.5545444
912,0.4325825
913,0.81057054
914,1.6152114
915,1.4206333
916,0.70230037
917,1.2731504
918,1.3703681
919,1.3052866
920,1.538471
921,0.6839843
922,-0.03637395
923,1.5471294
924,1.1857986
925,0.9342266
926,-0.26276243
927,1.5232246
928,0.28636852
929,1.0404183
930,0.7683257
931,-0.2573666
932,1.3410456
933,0.09102317
934,0.9833153
935,-0.06259704
936,0.15179114
937,1.396835
938,1.7272207
939,0.2011834
940,1.247633
941,1.2021394
942,1.4312576
943,-0.17745925
944,0.34265438
945,-0.24487832
946,1.4707594
947,0.33089918
948,0.6247459
949,-1.0631373
950,0.66800386
951,1.281371
952,1.8287586
953,0.018332751
954,0.84415114
955,1.284698
956,1.5827705
957,1.5174166
958,0.44666797
959,1.2779775
960,0.31233835
961,-0.06607076
962,0.69478023
963,-0.77387035
964,0.31187925
965,0.8275476
966,1.1826377
967,0.683309
968,1.4415516
969,1.9419936
970,1.9232945
971,1.5746374
972,0.76207995
973,1.6655142
974,0.30566752
975,-0.16411638
976,1.3738574
977,1.9824262
978,1.9011832
979,0.07732754
980,-0.19403844
981,1.0596772
982,1.783773
983,0.8144838
984,0.25618067
985,0.8722333
986,0.82136977
987,1.2880173
988,1.669269
989,0.20938292
990,1.5132185
991,1.6778154
992,0.17326291
993,1.5556926
994,0.97714794
995,0.7101476
996,-0.33862004
997,0.6709733
998,-0.18945336
999,-0.4535391
1000,-0.5586977
1001,0.7048323
1002,0.6682008
1003,-0.79183877
1004,1.132536
1005,1.9998657
1006,0.069006264
1007,0.7447611
1008,0.20153745
1009,1.5056715
1010,1.0729979
1011,0.07764861
1012,1.7854686
1013,1.5670478
1014,1.0549859
1015,1.686952
1016,1.1358294
1017,0.7271319
1018,1.4975263
1019,0.39658326
1020,0.74286884
1021,0.87734795
1022,1.4829628
1023,0.39751723
1024,1.3460258
1025,1.7694163
1026,0.9468404
1027,1.5272661
1028,1.9698151
1029,0.42825416
1030,-0.46751952
1031,0.8580614
1032,-0.38040063
1033,1.1871018
1034,-0.098175146
1035,0.7164653
1036,-0.6459609
1037,0.8003007
1038,-0.76265174
1039,0.6186723
1040,0.88716286
1041,0.14682695
1042,0.60255086
1043,0.16918984
1044,-1.071142
1045,0.99582094
1046,-0.3284215
1047,1.2290361
1048,2.03467
1049,1.9726604
1050,1.2489569
1051,0.8408279
1052,-0.55563647
1053,1.3806311
1054,0.7602634
1055,0.47255406
1056,0.38589087
1057,-0.32770348
1058,0.10188739
1059,0.2135786
1060,1.1630414
1061,1.9536275
1062,1.5794886
1063,0.64665353
1064,1.7233227
1065,1.071303
1066,0.88871413
1067,1.043393
1068,1.7046735
1069,0.8664938
1070,1.0001969
1071,1.8874785
1072,1.7538563
1073,0.8730383
1074,1.7546694
1075,1.8799323
1076,1.8757226
1077,1.813008
1078,1.4415317
1079,-0.42182487
1080,1.2702596
1081,-0.2956898
1082,1.2098573
1083,0.26898468
1084,0.96472305
1085,1.4617913
1086,0.24275449
1087,1.2399263
1088,0.9543373
1089,1.7462621
1090,0.21752481
1091,1.4816406
1092,1.4283463
1093,0.55622894
1094,-0.01775044
1095,1.6117702
1096,1.4165839
1097,0.17475064
1098,1.4234674
1099,0.40897858
1100,1.5470604
1101,1.8684126
1102,-0.04102997
1103,-0.653613
1104,-0.49000517
1105,0.095671
1106,0.6084521
1107,0.76731616
1108,0.10589666
1109,0.29235905
1110,1.7323625
1111,0.10206547
1112,0.8610912
1113,0.15685141
1114,1.6747723
1115,1.9235386
1116,0.28671318
1117,-0.38862038
1118,1.4634122
1119,0.95902914
1120,1.628194
1121,1.7849813
1122,1.8815498
1123,2.0504317
1124,0.12724568
1125,0.7759399
1126,1.561636
1127,-0.10275609
1128,0.6671287
1129,1.815697
1130,1.6865934
1131,1.7258141
1132,1.0890074
1133,1.7842121
1134,1.9559325
1135,0.23092565
1136,1.0949225
1137,1.9697571
1138,1.910243
1139,0.8216037
1140,1.7601674
1141,1.7834334
1142,1.7391931
1143,-0.11140152
1144,0.7015062
1145,0.8897417
1146,1.6210072
1147,1.3807443
1148,1.905135
1149,0.7384547
1150,1.8303118
1151,1.1621102
1152,1.7145294
1153,0.41206253
1154,1.5971413
1155,0.20092857
1156,0.87728006
1157,0.7994777
1158,0.6697869
1159,0.65241873
1160,0.12663656
1161,1.8759454
1162,0.6397413
1163,1.3180054
1164,0.53470546
1165,1.3906827
1166,1.2164946
1167,0.16289303
1168,0.34116942
1169,0.9751796
1170,1.6962781
1171,1.9237521
1172,0.4711596
1173,1.0526347
1174,1.2809509
1175,0.43381387
1176,1.3624897
1177,-0.26025638
1178,1.2924664
1179,1.9103051
1180,1.8587754
1181,0.6796511
1182,0.5336432
1183,1.4344994
1184,0.23823716
1185,1.4097261
1186,0.85911727
1187,1.6518728
1188,1.9898312
1189,0.5548127
1190,0.5208602
1191,1.1359841
1192,1.4696765
1193,0.010501645
1194,0.61200213
1195,0.6043107
1196,1.5083574
1197,0.60123175
1198,0.7497889
1199,1.0555371
1200,1.6189361
1201,0.5807484
1202,0.4943351
1203,0.99652994
1204,1.1442373
1205,1.6091444
1206,1.8118746
1207,0.53923756
1208,1.7719773
1209,-0.19007488
1210,1.3634678
1211,1.6334964
1212,1.7756665
1213,1.7158493
1214,0.64277136
1215,1.6222209
1216,0.30950764
1217,1.1897427
1218,1.0062712
1219,-0.26427108
1220,-0.2768062
1221,1.4628727
1222,2.0593076
1223,1.8853929
1224,1.1901816
1225,-0.31934732
1226,1.306326
1227,1.6076179
1228,1.1253538
1229,-0.112717144
1230,1.3562783
1231,0.5816565
1232,1.4796842
1233,2.0667996
1234,1.20353
1235,0.4504209
1236,0.7335264
1237,0.51118153
1238,1.6802561
1239,0.6473533
1240,1.8177782
1241,1.5989488
1242,1.9184104
1243,0.38251755
1244,1.3456138
1245,0.39180046
1246,1.2775936
1247,1.9587111
1248,-0.091016516
1249,0.5958243
1250,0.437769
1251,1.6545794
1252,2.0136585
1253,1.1943233
1254,1.505114
1255,1.5749267
1256,0.30157304
1257,1.3634549
1258,1.7333724
1259,0.190979
1260,1.4566251
1261,1.2419538
1262,-0.117487825
1263,1.5825232
1264,0.3635791
1265,1.7851228
1266,-0.4438721
1267,0.8875668
1268,1.9535272
1269,1.6950607
1270,1.2340734
1271,1.5763859
1272,0.008762794
1273,1.5339564
1274,1.5251038
1275,1.6030711
1276,1.8506886
1277,2.0960796
1278,1.8204374
1279,0.4118196
1280,1.4192395
1281,1.8829442
1282,2.026813
1283,0.047032584
1284,1.4853735
1285,0.0064324248
1286,1.2677422
1287,2.0835478
1288,0.6167704
1289,1.5377647
1290,1.3511543
1291,0.31895903
1292,0.44745877
1293,1.0586979
1294,2.0503612
1295,0.3946047
1296,0.7430581
1297,-0.6224285
1298,1.2411939
1299,0.5471214
1300,1.514504
1301,1.9411609
1302,0.9176731
1303,1.513024
1304,1.8636482
1305,2.0546653
1306,0.038857587
1307,1.2542981
1308,1.768154
1309,1.1754136
1310,0.7566872
1311,1.0076699
1312,-0.049577005
1313,0.9445483
1314,1.2718859
1315,0.8335586
1316,1.4834527
1317,0.6363081
1318,1.347414
1319,0.9780361
1320,0.19996043
1321,-0.47418183
1322,1.4238269
1323,0.78045166
1324,0.65137607
1325,0.82610154
1326,1.7673639
1327,0.9394076
1328,1.7924436
1329,1.3866915
1330,1.6305295
1331,1.6924626
1332,0.624397
1333,1.6336019
1334,1.9480911
1335,0.95743257
1336,1.6350487
1337,1.5768373
1338,1.2772129
1339,1.7807822
1340,1.7672801
1341,1.8154706
1342,2.0903862
1343,2.045369
1344,0.38401064
1345,0.9818595
1346,1.5035943
1347,0.042301554
1348,1.550956
1349,1.8504192
1350,2.060497
1351,1.7204664
1352,1.715852
1353,1.3651872
1354,1.0336823
1355,0.25843135
1356,1.3138409
1357,1.805452
1358,0.9304938
1359,1.5725131
1360,0.12786758
1361,0.8505711
1362,1.7240428
1363,2.1062245
1364,0.06926546
1365,0.42630914
1366,1.9188775
1367,0.6475387
1368,1.4251494
1369,1.9963219
1370,2.0068169
1371,1.7509671
1372,0.9306788
1373,0.2834919
1374,0.62678534
1375,-0.663811
1376,1.5163664
1377,1.6527427
1378,0.10124534
1379,0.8335857
1380,1.3134714
1381,1.0729247
1382,1.4745121
1383,0.95190424
1384,1.5992364
1385,1.730801
1386,0.40763706
1387,1.1142939
1388,1.901926
1389,1.9886065
1390,0.3787111
1391,1.8100204
1392,2.0581448
1393,1.8920228
1394,1.6862514
1395,2.0215552
1396,1.9886891
1397,2.0418766
1398,2.0777562
1399,1.8499575
1400,1.7982858
1401,1.3259195
1402,1.0544957
1403,-0.49498856
1404,1.0883158
1405,1.8554884
1406,1.9673308
1407,1.673404
1408,2.1028752
1409,1.8857095
1410,2.0204868
1411,1.7783513
1412,1.0033941
1413,1.5274041
1414,0.5294182
1415,0.9932028
1416,1.8216536
1417,0.03413229
1418,1.6080704
1419,1.0342374
1420,1.8133805
1421,1.8770505
1422,0.2513685
1423,1.1303362
1424,2.0164988
1425,0.26048693
1426,1.6057144
1427,0.14731544
1428,1.1085887
1429,1.6313443
1430,1.7328117
1431,0.56125724
1432,1.5923146
1433,1.9135256
1434,0.97304094
1435,1.4778643
1436,0.85717565
1437,0.2591821
1438,1.2176224
1439,1.7311172
1440,0.28619266
1441,1.4639794
1442,1.9060891
1443,0.3898346
1444,1.5409726
1445,2.050442
1446,2.0515707
1447,0.9982258
1448,0.09089073
1449,1.7461226
1450,1.7832228
1451,-0.119758256
1452,1.5084552
1453,2.0155723
1454,1.5411882
1455,0.83765644
1456,1.7432483
1457,0.40228975
1458,1.4351114
1459,1.9313145
1460,0.44724974
1461,1.2341555
1462,1.8657205
1463,0.08585351
1464,0.377552
1465,1.4615037
1466,1.0525934
1467,1.7049686
1468,1.8109233
1469,1.1076647
1470,0.40903634
1471,1.4469812
1472,0.41055313
1473,-0.00020309712
1474,1.642107
1475,0.48740497
1476,0.87542605
1477,-0.45685408
1478,1.3801749
1479,0.11792897
1480,0.7901392
1481,1.270218
1482,2.09332
1483,0.48710316
1484,1.5957124
1485,1.8102279
1486,1.892862
1487,1.4559064
1488,1.8461618
1489,2.0201216
1490,2.094505
1491,1.8722845
1492,1.9091774
1493,2.0343292
1494,1.3808986
1495,1.9380631
1496,1.9170394
1497,0.19728449
1498,1.494083
1499,1.9727018
1500,1.7885557
1501,2.0786116
1502,1.9747412
1503,0.110049605
1504,0.809712
1505,0.7747991
1506,1.6230729
1507,1.87407
1508,1.722199
1509,2.0878606
1510,0.48918504
1511,0.79579985
1512,-0.05869434
1513,0.927981
1514,1.5426903
1515,2.0621233
1516,1.9675163
1517,2.0069885
1518,-0.3376337
1519,0.06619979
1520,1.6171314
1521,1.2127267
1522,1.4801898
1523,1.7708912
1524,2.1087434
1525,0.21704218
1526,1.6603428
1527,0.2965451
1528,1.5353497
1529,1.6422651
1530,1.6854683
1531,1.826917
1532,2.031181
1533,0.55879974
1534,1.4214697
1535,1.9986937
1536,1.9737424
1537,1.950367
1538,1.1335567
1539,1.0558256
1540,1.3563491
1541,2.0140872
1542,1.9649839
1543,1.6194117
1544,1.4596094
1545,1.5970962
1546,1.6817247
1547,1.7561792
1548,1.7526133
1549,0.8745364
1550,0.4255902
1551,1.552876
1552,1.9521006
1553,0.1943844
1554,1.3618528
1555,0.17960963
1556,1.4439307
1557,1.9647648
1558,0.38333836
1559,1.6616672
1560,1.7222492
1561,1.8873692
1562,1.4843726
1563,1.8370594
1564,0.46193802
1565,1.5326762
1566,1.0038136
1567,0.77213705
1568,1.5970062
1569,0.72781503
1570,1.5655291
1571,0.046949085
1572,1.2164793
1573,0.8686985
1574,1.4444548
1575,2.0940385
1576,1.3768201
1577,-0.17987533
1578,0.71735
1579,1.9837196
1580,1.8172269
1581,1.8321644
1582,-0.004735962
1583,-0.080752626
1584,-0.34021524
1585,1.1170676
1586,0.9742689
1587,1.8751105
1588,1.2314495
1589,1.7663571
1590,2.048414
1591,0.47326154
1592,1.769349
1593,1.8710048
1594,1.950435
1595,2.0003734
1596,0.6274131
1597,1.4873972
1598,1.9798595
1599,1.7179099
1600,0.9836187
1601,1.619439
1602,1.968806
1603,2.088778
1604,0.8369917
1605,0.89674234
1606,1.150825
1607,1.5046378
1608,0.03219615
1609,1.577203
1610,1.9957734
1611,0.28276992
1612,-0.8486957
1613,1.1745086
1614,0.83119136
1615,-0.26756272
1616,-0.87197584
1617,-0.68249327
1618,1.4150293
1619,0.24717489
1620,1.5022597
1621,0.99801016
1622,0.6837913
1623,1.9862965
1624,2.0179605
1625,1.7751422
1626,1.7851367
1627,2.0341346
1628,1.9537126
1629,1.806174
1630,2.0254507
1631,1.9039236
1632,1.8060074
1633,1.9644836
1634,1.9262762
1635,1.2953686
1636,1.6535033
1637,0.113165066
1638,1.6573088
